,smiles,task1,task2,task3,task4,task5,task6,task7,task8,task9,task10,task11
1011,COC(=O)c1ccccc1S(=O)(=O)N=C(O)N=c1nc(C)nc(OC)[nH]1,0,0,0,0,0,0,0,0,-1,0,0
1012,CC(C)(C1CCC(O)CC1)C1CCC(O)CC1,0,0,0,0,0,0,0,0,-1,0,0
1013,O=C(O)c1c(Cl)ccc2cc(Cl)cnc12,0,0,0,0,0,0,0,-1,-1,0,0
1014,CC(Cc1ccc(OCC(=O)O)cc1)NCC(O)c1csc(C(F)(F)F)n1,0,0,0,0,0,0,0,-1,-1,0,0
1015,O=[N+]([O-])c1ccc([C@@H](O)[C@@H](CO)N=C(O)C(Cl)Cl)cc1,0,-1,0,0,0,-1,0,0,0,0,0
1016,CC([NH2+]CC(O)C(Cc1ccccc1)N=C(O)c1cccc(S(=O)(=O)N(C)Cc2ccccc2)c1)C(O)=NC1CCCCC1,0,0,-1,0,0,0,0,0,0,0,0
1017,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,-1,0,0,1,0,0,0,-1,-1,0,0
1018,Oc1cc(Cl)ccc1Cl,0,0,0,0,0,0,0,1,-1,0,0
1019,CCOc1cc(CC(O)=N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,-1,-1,0,1,0,-1,0,0,0,0,0
1020,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,-1,0,0,1,0,-1,-1,0,0,-1,0
1021,OCc1c[nH]c2ccccc12,0,0,0,0,0,-1,0,1,-1,0,0
1022,C[C@@]12C[C@@]3(O)O[C@@H](O1)[C@]1(COC(=O)c4ccccc4)[C@H]3C[C@]21O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0,0,0,0,0,-1,0,0,0,0,0
1023,Nc1ccc(Cl)cc1C(=O)c1ccccc1F,0,0,0,0,0,0,0,0,0,0,0
1024,O=C(O)C1C(C(=O)O)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,0,0,0,0,0,0,0,-1,-1,0,0
1025,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,0,-1,0,0,0,-1,0,0,0,1,0
1026,COc1ccc2nc(NC(O)=Nc3ccccc3)sc2c1,0,0,0,0,0,-1,0,1,-1,0,0
1027,CN(CC(=O)O)C(=N)N,0,0,0,0,0,-1,0,0,0,0,0
1028,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1.Cl,0,-1,0,0,0,0,0,0,0,0,0
1029,CS(=O)(=O)O.c1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,0,0,0,0,1,0,0,0,0,0,0
1030,CCCCCCCCCCCCCCCC(=O)O[C@@H]1CCCn2c1[nH+]c(C)c(CCN1CCC(c3noc4cc(F)ccc34)CC1)c2=O,0,0,0,0,0,0,0,0,0,-1,0
1031,CCOC(=O)C1OC1(C)c1ccccc1,0,0,0,0,0,0,0,-1,-1,0,0
1032,CON=C(C#N)C1CN2CCC1CC2,0,0,0,0,0,0,1,0,0,0,0
1033,CC(O)=N[C@@H](CCCCN)C(O)=NCC#CBr.O=C(O)C(F)(F)F,0,0,0,0,0,0,0,0,0,0,-1
1034,O=C(O)C=Cc1cnc[nH]1,0,0,0,0,0,0,0,-1,-1,0,0
1035,CC(C)(c1ccc(O)c(-c2ccccc2)c1)c1ccc(O)c(-c2ccccc2)c1,0,0,0,0,0,0,0,0,0,0,0
1036,CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,-1,-1,0,1,0,-1,0,0,0,1,0
1037,CC1OC(C)OC(C)O1,0,0,0,0,1,0,1,-1,-1,0,0
1038,Cc1cc(Cl)ccc1N,0,0,0,0,0,0,0,0,-1,0,0
1039,CSc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,0,0,0,0,0,0,1,0,0,0,0
1040,Cc1c(Cl)cccc1S(=O)(=O)Nc1nc(=NCCc2ccccc2)[nH]c2c1CN(Cc1ccccc1)CC2,0,0,0,0,0,-1,0,0,0,0,0
1041,COc1[nH]c2ccc(F)cc2c1C(=O)OCC1CCN(CCNS(C)(=O)=O)CC1,0,0,0,0,0,-1,0,0,0,0,0
1042,Cn1c(=O)c2c(ncn2C[C@@H](O)CO)n(C)c1=O,0,0,0,0,0,-1,0,0,0,0,0
1043,COc1cc(NCc2ccc3[nH]c(=N)[nH]c(=N)c3c2C)cc(OC)c1OC.O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)C(=O)O,0,0,0,0,1,0,0,0,0,0,0
1044,CC1(C)S[C@@H]2[C@H](N=C(O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O.CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,0,0,0,0,0,0,-1,0,0,0,0
1045,Clc1cccc(N2CCNCC2)c1,0,0,0,0,0,0,0,-1,-1,0,0
1046,CCNc1cccc(C)c1,0,0,0,0,0,0,0,-1,-1,0,0
1047,CC(=O)CC(c1ccc(Cl)cc1)C1C(=O)Oc2ccccc2C1=O,0,0,0,0,0,0,0,1,-1,0,0
1048,O=S(=O)(Oc1ccc(Cl)cc1)c1ccc(Cl)cc1,0,0,0,0,0,-1,0,1,-1,0,0
1049,CCC(CC(O)=NCc1ccc(F)cc1)n1c(=N)[nH]c2cc(Cl)ccc21,0,0,-1,0,0,0,0,0,0,0,0
1050,N=c1[nH]ccs1,0,0,0,0,0,-1,0,-1,-1,0,0
1051,CC(=O)N1CCN(c2ccc(O)cc2)CC1,0,0,0,0,0,0,0,0,0,0,0
1052,Cc1nc(Cn2cnc3c2c(=O)n(C)c(=O)n3C)no1,0,0,0,0,0,-1,0,0,0,0,0
1053,CC(=O)N1CCC[C@H]1C(O)=N[C@@H](Cc1cnc[nH]1)C(O)=N[C@@H](CO)C(O)=N[C@@H](CS)C(O)=N[C@@H](CC(=N)O)C(=N)O,0,0,0,0,0,-1,0,0,0,0,0
1054,CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,0,0,0,0,0,0,0,-1,-1,0,0
1055,CC[NH2+]c1cc(C(O)=NC(Cc2ccccc2)C(O)CNC2CC2)cc2c1CCCS(=O)(=O)N2C,0,0,-1,0,0,0,0,0,0,0,0
1056,Oc1cc(Cl)c(Cl)c(Cl)c1Cl,0,0,0,0,0,0,0,1,0,0,0
1057,COc1cccc(CCc2ccccc2OCC[C@@H]2C[C@@H](O)CN2C)c1.Cl,0,0,0,0,0,-1,0,0,0,0,0
1058,COCC(Oc1cc(CC2CS(=O)CC(NCc3cccc(C(C)(C)CO)c3)C2O)cc(F)c1[NH3+])C(F)(F)F,0,0,1,0,0,0,0,0,0,0,0
1059,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,0,-1,0,0,0,0,1,0,0,-1,0
1060,O=C1CCCN1CCN=C(O)Nc1ccccc1,0,0,0,0,0,0,0,0,0,0,-1
1061,CCC(NC(C)C)C(O)c1ccc(O)c(O)c1.CS(=O)(=O)O,0,-1,0,0,0,-1,0,0,0,0,0
1062,CC(C)(O)CN=c1nc(-c2cccc(C(F)(F)F)n2)[nH]c(=Nc2ccnc(C(F)(F)F)c2)[nH]1,0,0,0,0,0,-1,0,0,0,0,0
1063,CN1C[C@H](CN2CC(=O)N=C(O)C2)C=C2c3cccc4[nH]cc(c34)C[C@H]21,0,0,0,0,0,0,1,0,0,0,0
1064,C[C@@H](Oc1cc(CC2CS(=O)(=O)CC(NCc3cccc(C(C)(C)C)c3)C2O)cc(F)c1[NH3+])C(F)(F)F,0,0,1,0,0,0,0,0,0,0,0
1065,O=C1C=Cc2cc(Br)ccc2C1=O,0,0,0,0,0,-1,0,0,0,0,0
1066,CN1C(=O)N(c2cc(Cl)cc(Cl)c2)C(=O)[C@]12CN(c1ccc(C(=O)O)cn1)C[C@H]2c1ccc(C#N)cc1,0,0,0,0,0,-1,0,0,0,0,0
1067,CC1(C)Cc2cc(Cl)ccc2C(=[NH+][C@@H](Cc2ccccc2)c2nc(=O)o[nH]2)[N-]1,0,0,-1,0,0,0,0,0,0,0,0
1068,CCn1cnc2c(Nc3cccc(Cl)c3)[nH]c(=N[C@@H]3CCCC[C@@H]3N)nc21,0,0,0,0,0,-1,0,0,0,0,0
1069,O=C1N(COP(=O)([O-])O)C([O-])=NC1(c1ccccc1)c1ccccc1,0,0,0,0,0,0,0,0,0,-1,0
1070,COCC(N=C(C)O)C(O)=NCc1ccccc1,0,0,0,0,0,0,0,0,0,0,0
1071,CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3C(Cl)CC4=CC(=O)C=CC4(C)C3C(O)CC21C,0,0,0,0,-1,0,0,-1,-1,0,0
1072,O=C(O)C(Br)(Br)Br,0,0,0,0,0,0,0,-1,-1,0,0
1073,NC(CS)C(=O)O,0,0,0,0,0,0,0,0,-1,0,0
1074,O=C(O)CCCCCCCC(=O)O,0,0,0,0,-1,-1,-1,-1,-1,0,0
1075,CN(C)C=O,0,0,0,0,0,0,0,-1,-1,0,0
1076,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(O)ccc3nc2-1,0,0,0,0,0,-1,0,0,0,0,0
1077,CC(C)=C1CCC(C)CC1=O,0,0,0,0,0,0,0,-1,-1,0,0
1078,O=[N+]([O-])c1ccccc1-c1ccccc1,0,0,0,0,0,0,0,-1,-1,0,0
1079,O/N=C1C(=C2/C(O)=Nc3ccccc32)/Nc2ccccc2/1,0,0,0,0,0,-1,0,0,0,0,0
1080,CC(O)=N[C@H](Cc1ccc2ccccc2c1)C(O)=N[C@H](Cc1ccc(Cl)cc1)C(O)=N[C@H](Cc1cccnc1)C(O)=N[C@@H](CO)C(=O)N(C)[C@@H](Cc1ccc(O)cc1)C(O)=N[C@H](CC(=[NH2+])O)C(O)=N[C@@H](CC(C)C)C(O)=N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(O)=N[C@H](C)C(=N)O,0,0,0,0,0,0,0,0,0,-1,0
1081,CCCCN1[C@H]2CC[C@@H]1C[C@H](OC(c1ccc(F)cc1)c1ccc(F)cc1)C2,0,0,0,0,0,-1,0,0,0,0,0
1082,CC1(N2CCC(n3c([C@@H]4CCCNC4)nc4ccccc43)CC2)CCCCCCC1,0,0,0,0,0,-1,0,0,0,0,0
1083,Cc1ccc2c(n1)CCCC21C[NH2+]CC1C(=O)N1CCC(c2ccccc2)CC1C1CCCCC1,0,0,1,0,0,0,0,0,0,0,0
1084,CCC(=O)c1ccc(O)cc1,0,-1,0,0,0,-1,0,-1,-1,0,0
1085,CN1C(=N)NC(C2CCCCC2)(C2CCCCC2)C1=O,0,0,-1,0,0,0,0,0,0,0,0
1086,CN(C)CCCSC(=N)N,0,0,0,0,0,-1,0,0,0,0,0
1087,C[NH2+]CCCC1c2ccccc2C=Cc2ccccc21,0,0,0,0,0,0,0,0,0,-1,0
1088,C/C=C\C1O[C@]2(C(=O)COC(=O)c3ccncc3)CC[C@@]3(O1)[C@@H]1CCC4=CC(=O)CC[C@]4(C)[C@H]1[C@@H](O)C[C@]23C,0,0,0,0,0,0,1,0,0,0,0
1089,CNS(=O)(=O)CC1CCCCC1,0,0,0,0,0,0,0,0,0,0,-1
1090,CCC(C)S,0,0,0,0,0,0,0,-1,-1,0,0
1091,CCCN(CCC)C(=O)c1cc(C(O)=NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(OC)c2)cc(/C(C)=N\OCC(C)C)c1,0,0,1,0,0,0,0,0,0,0,0
1092,CCCCOC(=O)C=CC(=O)OCCCC,0,0,0,0,0,0,0,0,1,0,0
1093,CC1C=NC(=S)N=C1O,0,0,0,0,0,0,0,-1,-1,0,0
1094,Nc1ccc(-c2nc3ccc(O)cc3s2)cc1I,0,0,0,0,0,0,1,0,0,0,0
1095,CC[C@H](C)[C@H](N=C(O)CN)C(O)=N[C@H](C(O)=N[C@@H](CCC(=O)O)C(O)=N[C@@H](CCC(=N)O)C(O)=N[C@H]1CSSC[C@@H]2N=C(O)[C@H]([C@@H](C)CC)N=C(O)[C@H](CO)N=C(O)[C@H]([C@@H](C)O)N=C(O)[C@H](CSSC[C@H](N=C(O)[C@H](CC(C)C)N=C(O)[C@H](Cc3cnc[nH]3)N=C(O)[C@H](CCC(=N)O)N=C(O)[C@H](CC(=N)O)N=C(O)[C@@H](N=C(O)[C@@H](N)Cc3ccccc3)C(C)C)C(O)=NCC(O)=N[C@@H](CO)C(O)=N[C@@H](Cc3cnc[nH]3)C(O)=N[C@@H](CC(C)C)C(O)=N[C@@H](C(C)C)C(O)=N[C@@H](CCC(=O)O)C(O)=N[C@@H](C)C(O)=N[C@@H](CC(C)C)C(O)=N[C@@H](Cc3ccc(O)cc3)C(O)=N[C@@H](CC(C)C)C(O)=N[C@@H](C(C)C)C(O)=N[C@H](C(O)=NCC(O)=N[C@@H](CCC(=O)O)C(O)=N[C@@H](CCCNC(=N)N)C(O)=NCC(O)=N[C@@H](Cc3ccccc3)C(O)=N[C@@H](Cc3ccccc3)C(O)=N[C@@H](Cc3ccc(O)cc3)C(O)=N[C@H](C(=O)N3CCC[C@H]3C(O)=N[C@@H](CCCCN)C(O)=N[C@H](C(=O)O)[C@@H](C)O)[C@@H](C)O)CSSC[C@@H](C(O)=N[C@@H](CC(=N)O)C(=O)O)N=C(O)[C@H](Cc3ccc(O)cc3)N=C(O)[C@H](CC(=N)O)N=C(O)[C@H](CCC(=O)O)N=C(O)[C@H](CC(C)C)N=C(O)[C@H](CCC(=N)O)N=C(O)[C@H](Cc3ccc(O)cc3)N=C(O)[C@H](CC(C)C)N=C(O)[C@H](CO)N=C2O)N=C1O)C(C)C,0,0,0,0,1,0,0,0,0,0,0
1096,CCN(CC)CC(O)=Nc1c(C)cccc1C.Cl,0,-1,0,0,0,-1,0,0,0,0,0
1097,CC[C@H](N=C(O)c1c(O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,0,0,0,0,0,-1,1,0,0,0,0
1098,Br.Br.N=C(NCCc1ccc(I)cc1)SCCCc1cnc[nH]1,0,0,0,0,0,-1,0,0,0,0,0
1099,CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(O)nc(=N)[nH]c21.Cl,0,-1,0,0,0,-1,0,0,0,0,0
1100,C[C@@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,0,0,0,0,0,-1,0,0,0,0,0
1101,O=C(OC(C(=O)O)C(OC(=O)c1ccccc1)C(=O)O)c1ccccc1,0,0,0,0,0,0,0,-1,-1,0,0
1102,c1ccc2scnc2c1,0,0,0,0,0,0,0,-1,-1,0,0
1103,CCOC(=O)c1cc(-c2ccccc2)nc2ccc(C)cc12,0,0,0,0,0,0,0,0,-1,0,0
1104,C[C@@H](O[C@@H]1OCCN(Cc2nc(O)n[nH]2)[C@@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,-1,0,0,1,1,0,0,0,0,0,0
1105,CN[C@@H](CCCNC(=N)N)C(=O)O,0,0,0,0,0,-1,0,0,0,0,0
1106,Cc1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,0,0,0,0,0,-1,0,1,-1,0,0
1107,CCN=C(O)/C=C/c1cccc(Br)c1,0,0,0,0,0,-1,1,0,0,0,0
1108,Cl.Cl.N[C@@H](Cc1ccc([N+]([O-])(CCCl)CCCl)cc1)C(=O)O,0,0,0,0,0,-1,0,0,0,0,0
1109,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5.Cl,0,1,0,0,0,-1,0,0,0,0,0
1110,N=c1nc(O)c2nc(Br)n([C@@H]3O[C@@H]4COP(=O)(O)O[C@H]4[C@H]3O)c2[nH]1,0,0,0,0,0,-1,0,0,0,0,0
1111,Nc1c(Oc2ccccc2)cc(O)c2c1C(=O)c1ccccc1C2=O,0,0,0,0,0,0,0,0,0,0,0
1112,N#CC(=C1SCC(c2ccccc2Cl)S1)n1ccnc1,0,0,0,0,0,0,0,-1,-1,0,0
1113,N=CO,0,0,0,0,0,0,0,-1,-1,0,0
1114,Cn1c(/C=C/C(=O)c2cccc(F)c2)ccc1/C=C/C(O)=NO,0,0,0,0,0,-1,0,0,0,0,0
1115,C#CCOc1cnc(C(O)=Nc2ccc(F)c(C3(C)NC(=N)OCC3(F)F)c2)cn1,0,0,1,0,0,0,0,0,0,0,0
1116,Cc1cccc(/C=N/N2CCN(C(c3ccccc3)c3ccccc3)CC2)n1,0,0,0,0,0,0,1,0,0,0,0
1117,COc1cc(N2CCC(N(C)C)CC2)ccc1Nc1ncc(Cl)c(=Nc2ccccc2P(C)(C)=O)[nH]1,0,0,0,0,0,-1,0,0,0,0,0
1118,CCC[C@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,-1,0,0,-1,0,0,0,0,0,0,0
1119,COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@@H]21.Cl,0,-1,0,0,0,-1,0,0,0,0,0
1120,COC(=O)[C@@H]1C2CCC(C[C@@H]1OC(=O)c1ccccc1)N2C,0,0,0,0,0,0,1,0,0,0,0
1121,Cc1cc(N2CCOCC2)cc2nc(-c3c(NC[C@@H](O)c4cccc(Cl)c4)ccnc3O)[nH]c12,0,0,0,0,0,-1,0,0,0,0,0
1122,CCCCCCOC(=O)CCCCC,0,0,0,0,0,0,0,-1,-1,0,0
1123,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1.O.O.[Na+],0,-1,0,0,0,0,0,0,0,0,0
1124,C=CCN1C[C@H](C)N([C@H](c2ccc(C(=O)N(CC)CC)cc2)c2cccc(O)c2)C[C@H]1C,0,0,0,0,0,-1,0,0,0,0,0
1125,COc1ccc(C(=O)c2ccc(OC)cc2O)c(O)c1,0,0,0,0,0,0,0,1,0,0,0
1126,C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,-1,-1,0,1,0,-1,-1,0,0,1,0
1127,C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,1,-1,0,-1,-1,-1,-1,0,0,-1,0
1128,C[C@H]1[C@H](N=C(O)/C(=N\OC(C)(C)C(=O)O)c2csc(=N)[nH]2)C(=O)N1S(=O)(=O)O,0,-1,0,0,0,-1,-1,0,0,0,0
1129,COc1cc2c(=O)c(-c3ccc(O)cc3)coc2cc1O,0,0,0,0,0,-1,0,0,0,0,0
1130,C=CC(O)=NCN=C(O)C=C,0,0,0,0,0,0,0,-1,-1,0,0
1131,Brc1ccc(Br)cc1,0,0,0,0,0,0,0,-1,-1,0,0
1132,O=C1N=C(O)CN1/N=C/c1ccc([N+](=O)[O-])o1,0,-1,0,0,0,-1,0,0,0,-1,0
1133,CCOc1cccc(N)c1,0,0,0,0,0,0,0,-1,-1,0,0
1134,CN(C)C=Nc1c(I)cc(I)c(CCC(=O)O)c1I,0,0,0,0,0,0,0,-1,-1,0,0
1135,NCCNCCNCCNCCN,0,0,0,0,-1,0,0,0,-1,0,0
1136,Cc1ccc(-n2[nH]c(C)c(N/N=C3\C=CC=C(c4cccc(C(=O)O)c4)C3=O)c2=O)cc1C,0,0,0,0,-1,0,0,0,0,0,0
1137,CCCN1CCC[C@@]12CCN([C@@H](C)C(O)=[NH+][C@@H](Cc1ccccc1)[C@H](O)C[NH2+]Cc1cccc(C(C)C)c1)C2=O,0,0,1,0,0,0,0,0,0,0,0
1138,CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1,0,0,0,0,0,0,0,0,-1,0,0
1139,N=C1NC(c2ccc(OC(F)(F)F)cc2)(c2cccc(-c3cccnc3F)c2)C2=NOCCN12,0,0,1,0,0,0,0,0,0,0,0
1140,CNCCCC1c2ccccc2C=Cc2ccccc21,-1,0,0,-1,1,0,1,0,-1,0,0
1141,Nc1ncnc2c1ncn2[C@H]1CC[C@@H](CO)O1,0,0,0,0,0,-1,0,0,0,0,0
1142,CC(N=C(O)c1cc(NCCC([NH3+])(CO)Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,0,0,-1,0,0,0,0,0,0,0,0
1143,CNCCCC12CCC(c3ccccc31)c1ccccc12,-1,0,0,1,1,0,1,1,0,0,0
1144,CC(C)CCCC(C)[C@H]1CCC2C3CC=C4C[C@@H](O)CC[C@]4(C)C3CC[C@@]21C,0,0,0,0,0,-1,0,0,0,0,0
1145,Nc1cc(C(F)(F)F)ccc1N1CCCCC1,0,0,0,0,0,0,0,0,0,0,-1
1146,C#Cc1cncc([C@@H]2CCCN2C)c1.O=C(O)/C=C/C(=O)O,0,0,0,0,0,-1,0,0,0,0,0
1147,COc1ccccc1N1CCN(CCN(C(=O)C2CCCCC2)c2ccccn2)CC1.O=C(O)/C=C\C(=O)O,0,0,0,0,0,-1,0,0,0,0,0
1148,CNCc1cccc(Cl)c1,0,0,0,0,0,0,0,0,0,0,-1
1149,N=C(O)NC1N=C(O)N=C1O,0,-1,0,0,0,0,0,-1,-1,0,0
1150,CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)cc1,0,0,0,0,0,0,0,-1,-1,0,0
1151,COc1cccc(/C=N/N=C/c2cccc(OC)c2)c1,0,0,0,0,0,-1,0,0,0,0,0
1152,CC[C@]12CCCN3CCc4c(n(c5ccccc45)[C@@](O)(C(=O)OC)C1)[C@@H]32,0,-1,0,0,0,0,0,0,0,0,0
1153,FC(F)OC(Cl)C(F)(F)F,0,0,0,0,1,0,1,-1,-1,-1,0
1154,Cc1cc(C)cc(C)c1,0,0,0,0,0,0,0,-1,-1,0,0
1155,O=[N+]([O-])OC1COC2C(O)COC12,0,0,0,0,0,0,0,-1,-1,0,0
1156,CC(C)c1ccc(C(=O)c2cccs2)c(SCCCCCCCCN(C)C)n1,0,0,0,0,0,-1,0,0,0,0,0
1157,CSc1ccc(C(=O)N[C@@H]2CCCC[C@@H]2N=C(O)CN=C(O)c2cc(C(F)(F)F)ccc2NC(O)=NC(C)C)cc1,0,0,0,0,0,-1,0,0,0,0,0
1158,CC(CO)(CO)[N+](=O)[O-],0,0,0,0,0,0,0,-1,-1,0,0
1159,Cc1cc(-n2c(=O)nc(O)n(C)c2=O)ccc1Oc1ccc(S(=O)(=O)C(F)(F)F)cc1,0,0,0,0,0,0,0,-1,-1,0,0
1160,CN1C[C@H]2CN(c3ccc(-c4ccccc4)nn3)C[C@H]2C1,0,0,0,0,0,-1,0,0,0,0,0
1161,CN1CCC(C)(CN2c3ccccc3Sc3ccccc32)C1,0,0,0,0,0,0,1,0,0,0,0
1162,Cc1ccc2c(=O)c3ccccc3n(CCCN)c2c1C,0,0,0,0,0,-1,0,0,0,0,0
1163,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3O,0,0,0,0,0,0,-1,0,0,0,0
1164,CC(C)(C)OC(=O)c1ncn2c1C1CCCN1C(=O)c1c(Br)cccc1-2,0,0,0,0,0,0,0,-1,-1,0,0
1165,N=C(O)CCC1N=C(O)C(Cc2ccccc2)N=C(O)C(Cc2ccc(O)cc2)N=C(O)C(N)CSSCC(C(=O)N2CCCC2C(O)=NC(CCCCN)C(O)=NCC(=N)O)N=C(O)C(CC(=N)O)N=C1O.N=C(O)CCC1N=C(O)C(Cc2ccccc2)N=C(O)C(Cc2ccc(O)cc2)N=C(O)C(N)CSSCC(C(=O)N2CCCC2C(O)=NC(CCCNC(=N)N)C(O)=NCC(=N)O)N=C(O)C(CC(=N)O)N=C1O,0,0,0,0,-1,0,0,0,0,0,0
1166,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O.O,0,-1,0,0,0,0,0,0,0,0,0
1167,Cc1cccc(C)c1OCC(C)[NH3+],0,0,0,0,0,0,0,0,0,-1,0
1168,CN1C(=N)N[C@](c2ccncc2)(c2cccc(-c3cc(F)ccc3F)c2)C1=O,0,0,1,0,0,0,0,0,0,0,0
1169,CO/N=C(\C(O)=N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccn4ncccc43)CS[C@H]12)c1nc(=N)s[nH]1.Cl,0,-1,0,0,0,0,0,0,0,0,0
1170,Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1,0,0,0,0,1,-1,0,0,0,0,0
1171,CC(C)(C)C(O)=NCCCC(=O)O,0,0,0,0,0,-1,1,-1,-1,0,0
1172,CCN(CC)c1cc(C)nc2ncnn12,0,-1,0,0,0,-1,0,-1,-1,0,-1
1173,CCc1cnc(C2=NC(=O)C(C)(C(C)C)N2)c(C(=O)O)c1,0,0,0,0,0,0,0,-1,-1,0,0
1174,Cl.O=C(COc1ccc(Cl)cc1)N1CCN(Cc2ccc3c(c2)OCO3)CC1,0,-1,0,0,0,-1,0,0,0,0,0
1175,Cc1c(C)c2c(c(C)c1OC(=O)CCC(=O)O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,0,0,0,0,0,0,0,0,-1,0,0
1176,CC(C)(C)NCCO,0,0,0,0,0,0,0,-1,-1,0,0
1177,CCCN(CCC)C(=O)c1cc(Oc2ccc(F)cc2)cc(C(O)=NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(OC)c2)c1,0,0,1,0,0,0,0,0,0,0,0
1178,COC(=O)[C@@H]1CCCN[C@@H]1C,0,0,0,0,0,0,0,0,0,0,-1
1179,CC(C)(S)C(O)=NC(CS)C(=O)O,0,0,0,0,0,0,0,-1,-1,0,0
1180,CC(C)(C)c1ccc(O)c(C(C)(C)C)c1,0,0,0,0,0,0,0,1,0,0,0
1181,CS(=O)(=O)Nc1ccc2oc3c(OC(F)F)ccc(C(=O)N=c4c(Cl)c[nH]cc4Cl)c3c2c1,0,0,0,0,0,-1,0,0,0,0,0
1182,Cc1ncc(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)n1C(C)C,0,0,0,0,0,-1,0,0,0,0,0
1183,COCC(O)=Nc1cc(Sc2ccccc2)ccc1N=C(N=C(O)OC)N=C(O)OC,0,0,0,0,0,0,0,-1,1,0,0
1184,CC#CCC(C)[C@H](O)C=CC1[C@H]2CC(=CCCCC(=O)O)C[C@H]2C[C@H]1O,0,0,0,0,-1,0,0,0,0,0,0
1185,COc1ccc2[nH]c(=N)sc2c1,0,0,0,0,0,0,0,-1,-1,0,0
1186,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,1,0,0,-1,1,-1,-1,-1,-1,-1,0
1187,CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1.Cl,0,0,0,0,0,-1,0,0,0,0,0
1188,CCCCS(=O)(=O)n1cc(C(O)=NC(Cc2ccccc2)C(O)C[NH2+]Cc2cccc(OC)c2)c2ccccc21,0,0,-1,0,0,0,0,0,0,0,0
